name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Solomon/Plains MS,8.14,0,0.53,13.48,35.91,0.13,0,4.27,75.57,6.94,48.06,749,18.42,Yes,41.92
Somerset Area Jr-Sr HS,2.12,0.09,1.38,1.66,3.31,0.83,0.09,3.5,46.78,0.28,50.64,1086,17.4,No,91.34
Somerset County Technology Center,1.07,0.21,0.21,1.5,0.85,0.43,0,0.43,61.75,0,35.47,468,30.34,No,96.15
Souderton Area SHS,0.29,0.29,7.33,4.45,10.39,0,0.1,8.91,21.46,4.02,47.99,2088,21.84,No,77.16
Souderton CS Collaborative,10.62,0,22.57,0,10.62,0,0.88,0,13.27,7.96,50.88,226,15.49,Yes,55.31
South Abington Sch,2.46,0.35,6.69,1.41,4.23,0,0,0.35,4.58,0.7,48.94,284,11.62,No,84.86
South Allegheny El Sch,10.55,0.16,0.16,9.25,4.06,0.32,0,1.62,59.58,0.81,50.16,616,20.45,Yes,75.81
South Allegheny HS,7.37,0,0.2,7.57,1.79,0,0,4.98,52.59,0.4,46.41,502,23.71,Yes,83.07
South Allegheny MS,8.85,0,0,5.9,4.26,0,0,2.62,58.69,0.66,52.13,305,25.25,Yes,80.98
South Buffalo El Sch,1.63,0,0.41,2.03,2.44,0,0,0.41,42.28,0.41,43.5,246,18.7,Yes,93.5
South Butler Intermediate EL Sch,0.72,0,0,1.08,0.36,0,0,4.33,29.6,0,48.38,277,22.74,Yes,97.83
South Butler Primary Sch,0.96,0,0.19,0.76,1.34,0,0,1.15,33.84,0,50.1,523,11.47,Yes,96.75
South Central El,7.78,0,2.75,6.86,2.97,0.69,0,2.06,38.44,1.83,46.22,437,18.31,Yes,79.63
South Eastern Intrmd Sch,2.46,0.74,1.23,0.99,1.48,0.25,0,5.91,27.34,0.25,53.2,406,12.81,No,93.1
South Eastern MS,3.42,0,1.47,1.47,3.42,1.71,0.24,6.36,28.36,0.49,45.72,409,16.87,No,89.98
South El Sch,5.3,0,10.17,5.08,8.69,0.21,0,5.51,18.86,2.97,54.24,472,11.86,Yes,70.76
South Fayette Intermediate Sch,5.38,0.13,23.4,2.5,2,0.5,0.13,0.5,11.01,2.38,47.81,799,9.51,No,66.46
South Fayette MS,4.62,0.12,22.75,1.09,0.97,0.73,0,0.97,11.68,1.7,52.19,822,9.49,No,70.44
South Fayette Twp El Sch,7.06,0,21.88,2.22,2.35,1.66,0.14,0,12.88,2.08,46.54,722,8.31,Yes,66.34
South Fayette Twp HS,3.56,0.37,17.46,1.19,1.92,0.82,0.09,1.01,10.51,0.27,47.9,1094,10.24,No,75.41
South Hamilton El Sch,6.69,0,0.79,2.76,13.78,1.18,0,0,43.31,5.91,46.46,254,11.42,Yes,75.98
South Hanover El Sch,4.83,0.25,5.09,3.05,5.09,0.51,0,1.78,9.92,2.04,55.47,393,11.45,No,81.68
South Lebanon El Sch,3.8,0.17,1.32,3.97,24.13,5.62,0,1.16,34.38,7.93,48.93,605,13.72,Yes,66.61
South Mountain El Sch,1.17,0,1.17,1.64,4.68,2.11,0.47,2.11,20.14,0,46.84,427,9.6,No,90.87
South Mountain MS,3.96,0,1.23,12.76,74.56,0,0.09,1.58,70.77,13.91,45.42,1136,20.42,Yes,7.39
South Park Elem Center,1.9,0.15,6.12,5.25,1.46,0,0.44,1.31,29.88,3.21,51.75,686,14.14,Yes,84.69
South Park MS,1.3,0,3.35,4.83,2.42,0,0.37,4.83,27.14,2.42,48.33,538,14.13,No,87.73
South Park SHS,1.78,0,1.96,4.27,0.89,0,0,3.2,23.84,1.07,47.33,562,13.35,No,91.1
South Philadelphia HS,4.64,0,13,45.51,29.57,0,0.15,0,72.91,31.27,41.8,646,33.9,Yes,7.12
South Scranton Intrmd Sch,5.05,0.11,8.6,15.02,45.99,0.11,0.23,0.8,83.49,14.33,45.41,872,22.13,Yes,25
South Side El Sch,11.04,0,23.82,35.98,15.26,0.25,0,0.25,78.41,21.96,50.87,806,7.82,Yes,13.9
South Side HS,3.15,0,0,0,0.32,0,0,6.62,33.75,0,45.11,317,18.3,No,96.53
South Side MS,1.97,0.49,0,0.49,0,0,0,4.93,28.08,0,40.89,203,16.26,No,97.04
South St Marys Street El Sch,1.89,0,0.86,0.86,2.06,1.72,0,1.2,45.97,0.17,47.34,583,19.73,Yes,94.34
South Western SHS,3.77,0,2.04,4.08,5.42,0.47,0,4.24,28.57,0.71,46.62,1274,11.15,No,84.69
South Williamsport Area JSHS,4.03,0,1.93,2.45,2.28,15.24,0.18,1.58,39.75,0.18,48.51,571,14.89,No,89.14
Southeast Delco Kindergarten Center,3.32,0.41,0.83,75.1,5.81,0,0,0,70.12,2.07,49.79,241,0,Yes,14.52
Southeast El Sch,6.36,0,0.85,2.75,65.68,0,0,0.21,76.48,23.52,53.6,472,13.35,Yes,24.36
Southern Columbia HS,2.37,0,1.06,0.79,2.64,1.32,0,4.49,20.84,0.79,48.28,379,12.14,No,93.14
Southern Columbia MS,0.95,0,0.71,0.48,2.38,0.48,0,4.76,28.81,0.24,47.62,420,19.76,No,95.48
Southern El Sch,2.85,0.19,0.38,4.74,2.09,0.38,0.19,2.28,22.39,0.57,46.11,527,13.66,No,89.56
Southern Fulton El Sch,0.55,0,0.83,0.55,1.1,0,0.28,0.28,0.28,0.83,46.56,363,21.21,Yes,96.69
Southern Fulton JSHS,2.46,0.31,0.92,1.54,2.15,0,0,2.46,7.69,0.31,43.38,325,17.23,No,92.62
Southern Huntingdon Co HS/MS,0.48,0,0.16,1.29,2.09,0,0,2.57,41.96,0,45.82,622,22.67,No,95.98
Southern Lehigh Intermediate Sch,0.29,0.44,6.11,1.31,6.26,0.29,0.15,4.51,10.77,1.16,50.07,687,9.9,Yes,85.44
Southern Lehigh MS,0.58,0,8.86,1.54,5.97,0.19,0,6.36,15.8,0.58,47.4,519,10.02,Yes,83.04
Southern Lehigh SHS,1.42,0.38,5.01,1.8,6.81,0.19,0.19,7.94,15.88,0.57,51.89,1058,12.85,No,84.4
Southern MS,1.42,0.13,0.13,9.3,84.88,0,0,1.55,98.97,33.59,46.12,774,30.23,Yes,4.13
Southmoreland El Sch,4.72,0.18,0.18,0.73,0.91,0.91,0,0.36,53.36,0,51.18,551,19.24,Yes,93.28
Southmoreland MS,3.29,0,0.71,0.24,1.18,1.41,0,3.06,54.82,0.47,47.76,425,18.12,No,94.59
Southmoreland Primary Center,4.81,0,0.37,0.37,1.48,0,0,0,64.44,0,47.78,270,12.59,Yes,92.96
Southmoreland SHS,2.45,0,0.35,1.22,0.35,1.05,0,4.72,47.9,0,49.83,572,16.08,No,95.63
Southside El Sch,2.77,0,0.62,0.31,1.23,0,0,0.92,45.54,0.62,48.31,325,18.46,Yes,95.08
Southwark Sch,3.68,0.22,22.4,7.9,51.3,0,0,0.32,71.75,39.61,47.4,924,11.47,Yes,14.5
Southwest El Sch,5.23,0,0.22,3.05,68.19,0,0,0.87,71.46,23.97,50.98,459,14.16,Yes,23.31
Southwest Leadership Academy CS,1.22,0,0.54,92.96,5.01,0,0,0,99.73,4.87,51.15,739,12.18,Yes,0.27
Southwest MS,0.59,0,0,7.67,88.05,0.29,0,0.88,94.99,31.42,47.49,678,33.04,Yes,3.69
Spectrum CS,13.16,5.26,0,31.58,2.63,0,0,0,50,0,21.05,38,94.74,No,47.37
Sporting Hill El Sch,5.91,0,6.81,4.84,5.2,3.76,0.18,0.18,28.14,6.63,48.39,558,9.86,Yes,77.06
Spring City El Sch,10.27,0,0,6.85,4.79,0,0,0.68,48.63,0.68,42.47,146,17.12,Yes,78.08
Spring Cove El Sch,3.44,0.26,0,0.53,2.91,1.06,0,0.53,47.88,1.59,46.83,378,10.85,Yes,92.86
Spring Cove MS,4.09,0,0.26,1.02,2.05,0.77,0,1.79,48.85,0.51,46.8,391,17.39,No,92.58
Spring Creek El Sch,6.39,0,3.61,1.67,2.78,0,0.28,2.22,15,0,48.61,360,11.11,Yes,85.28
Spring Farms El Sch,0.53,0,0,1.05,3.68,0,0,1.05,43.68,0,50,190,18.42,Yes,94.74
Spring Forge Intrd Sch,5.25,0.23,0.46,8.45,11.42,0,0,0.91,39.95,3.42,47.03,438,12.56,Yes,74.2
Spring Garden El Sch,1.84,0.2,1.43,9.59,30.2,0,0.2,1.84,41.84,6.53,49.18,490,13.06,No,56.53
Spring Garden Sch,1.29,0,0.86,52.79,44.21,0,0,0,76.39,30.47,51.07,233,12.88,Yes,0.86
Spring Grove Area HS,3.57,0,0.85,4.92,7.22,0.68,0.08,4.33,24.19,1.44,46.77,1178,15.53,No,83.36
Spring Grove Area Intrmd Sch,5.37,0,1.17,4.36,7.55,0.5,0,3.36,31.38,2.35,44.8,596,13.59,No,81.54
Spring Grove Area MS,4.97,0.16,0.47,5.28,6.99,0.93,0.16,4.81,28.57,0.78,46.74,644,16.77,No,81.99
Spring Grove El Sch,4.89,0,0.58,4.32,9.5,1.29,0,1.15,28.78,2.73,48.92,695,11.65,Yes,80.72
Spring Ridge El Sch,7.13,0,3.75,5.44,33.96,2.81,0,4.13,42.21,9.01,51.03,533,18.39,Yes,49.72
Spring-Ford Intrmd Sch 5th/6th,6.49,0.16,12.32,4.35,5.67,0.08,0,8.54,15.19,1.81,48.93,1218,19.62,Yes,71.02
Spring-Ford MS 7th Grade Ctr,7.04,0,12.99,4.07,5.79,0.16,0,9.55,17.06,1.56,47.1,639,17.53,No,70.11
Spring-Ford MS 8th Grade Ctr,7.18,0,12.06,5.5,5.34,0,0,9.47,16.64,1.22,50.38,655,19.85,No,69.92
Spring-Ford SHS 9-12 Ctr,5.31,0.08,8.51,4.22,5.74,0.04,0,7.61,18.35,1.05,48.81,2561,20.11,No,76.14
Springdale JSHS,3.34,0.26,0.51,2.57,1.29,0,0,6.43,42.67,0,44.22,389,18.51,No,92.03
Springfield El Sch,0.63,0,0,0,0.32,0.63,0,0,57.46,0.32,41.27,315,27.3,Yes,99.05
Springfield HS,2.55,0.15,8.44,5.53,3.86,0.15,0.22,6.62,22.13,1.02,48.03,1374,17.83,No,79.26
Springfield Literacy Center,5.14,0,6.75,4.98,1.93,0.16,0,0,16.4,3.05,50.64,622,8.36,No,81.19
Springfield Twp El Sch-Enfield,6.05,0.18,3.91,8.19,7.65,0,0,0,17.62,3.02,47.86,562,12.1,Yes,74.02
Springfield Twp El Sch-Erdenhm,6.19,0.16,3.33,8.89,8.89,0,0,4.6,18.41,2.7,48.57,630,16.98,No,72.54
Springfield Twp HS,5.35,0.13,4.41,11.23,6.02,0,0.13,2.94,19.12,1.6,47.99,748,22.33,No,72.73
Springfield Twp MS,5.87,0.16,2.28,10.44,9.14,0,0,7.5,19.25,2.12,47.15,613,17.62,No,72.1
Springhouse MS,4.2,0,19.64,6.37,17.17,0.37,0.22,8.02,24.29,3.22,48.43,1334,14.09,No,52.4
Springton Lake MS,9.19,0,6.52,4.59,2.78,0.11,0,11.97,13.57,1.6,47.33,936,16.03,No,76.92
Springton Manor El Sch,4.8,0,9.77,0.33,3.97,0,0.17,1.32,7.45,0.66,48.68,604,12.42,No,80.96
Spruance Gilbert Sch,3.56,0.74,10.92,36.64,37.97,0,0.25,0.25,78.49,31.51,49.88,1209,13.32,Yes,9.93
St Marys Area MS,1.71,0,0.73,0.49,1.47,0.98,0,3.91,43.03,0,46.7,409,23.96,Yes,95.6
St Marys Area SHS,2.69,0,0.16,0.16,1.58,0.63,0,2.69,35.34,0.16,48.02,631,18.86,No,95.4
St Thomas El Sch,3.7,0,0,1.68,7.74,0.34,0,0,59.93,0.34,46.13,297,7.74,Yes,86.87
Standing Stone El Sch,5.42,0,0.24,1.42,1.18,0,0,1.42,55.9,0.47,48.11,424,22.64,Yes,91.75
Stanton Edwin M Sch,5.11,1.28,3.51,72.84,6.07,0,0.64,0.64,74.44,1.28,44.09,313,23.64,Yes,10.54
Stanwood El Sch,5.54,0,0.38,1.15,1.72,0.38,0,0.96,41.68,0.38,52.2,523,11.09,Yes,91.2
State College Area HS,6.86,0.16,7.43,3.49,5.13,0,0.21,1.07,17.28,2.18,49.06,2436,13.1,No,76.72
State El Ctr,12.61,0.08,0.25,17.85,20.48,1.88,0.08,0.16,76.99,2.95,47.09,1221,19.57,Yes,48.65
State Street El Sch,12.46,0,0.35,17.99,2.42,2.08,0,0.35,64.36,0,53.63,289,18.34,Yes,66.78
Stearne Allen M Sch,6.19,0.46,0.46,51.83,38.53,0,0.23,0,90.83,10.32,47.02,436,19.95,Yes,2.29
Steel Center for Career and Technical Ed,4.69,0.12,3.7,9.25,2.34,0,0.25,0.62,38.72,0,37.24,811,29.96,No,79.65
Steel Edward Sch,1.05,0.79,0.26,92.13,5.51,0,0,0,92.39,1.84,45.67,381,21,Yes,0.26
Steel Valley MS,10.49,0.26,1.53,38.87,0.77,0,0,6.14,62.66,0.51,47.31,391,30.43,No,48.08
Steel Valley SHS,8.15,0.25,1.98,37.28,1.73,0,0,7.16,54.32,1.23,45.93,405,24.94,No,50.62
Steelton-Highspire El Sch,8.49,0.14,0.27,54.66,25.75,1.51,0,0,76.85,6.85,49.73,730,13.15,Yes,10.68
Steelton-Highspire HS,5.56,0,0,54.81,25.63,1.52,0,0,87.86,6.41,47.39,593,24.45,Yes,14
Stetser El Sch,1.64,0,0,86.48,9.43,0,0,1.23,93.85,0.82,52.46,244,12.7,Yes,2.46
Stetson MS,3.68,0.12,4.95,6.9,5.87,0.58,0.12,7.83,17.38,2.19,47.87,869,18.87,No,78.37
Stevens El Sch,8.06,0,0.32,10,69.68,0.65,0.32,0.32,85.48,32.58,51.61,310,13.87,Yes,11.61
Stevens Primary Sch,27.24,0,0,32.3,9.34,0,0,0,88.72,0,49.03,257,13.23,Yes,31.13
Stewart El Sch,3.79,0,0.38,1.89,1.89,0,0,1.14,38.26,0,48.86,264,15.91,Yes,92.05
Stewart MS,7.39,0.5,0.63,30.08,55.01,0,0,1,85.71,18.3,48.87,798,17.92,Yes,6.39
Stewartstown El Sch,2.48,0,0.74,2.97,3.47,3.22,0,1.98,26.73,0.74,43.32,404,11.39,No,90.35
Stewartsville El Sch,5.21,0,0.22,0.87,1.95,1.95,0,1.95,22.78,0.22,50.33,461,14.75,Yes,91.76
Sto-Rox JSHS,12.34,0,0.18,59.39,3.04,0,0,0.36,89.98,0.18,48.48,559,30.23,Yes,25.04
Sto-Rox Primary Ctr,19.48,0,0,61.3,2.86,0,0,0,100,0.78,49.35,385,14.55,Yes,16.36
Sto-Rox Upper El Sch,13.72,0,0,56.68,2.53,0,0,0,96.03,1.44,47.65,277,30.32,Yes,27.08
Stone Valley Community CS,0,0,0,5.62,5.62,0,0,0,38.2,0,44.94,89,20.22,Yes,88.76
Stonehurst Hills El Sch,6.35,0,5.94,71.93,13.32,0,0,0.61,71.11,12.91,46.52,488,17.83,Yes,2.46
Stony Brook El Sch,5.42,0.21,4.38,10,13.96,1.67,0,0,40,3.96,46.46,480,8.13,Yes,66.04
Stony Creek El Sch,7.74,0,24.41,4.21,4.04,0,0.17,5.05,13.97,3.54,47.98,594,11.78,No,59.43
Stourbridge Primary Ctr,1.98,0,0.25,0.74,6.67,0.49,0,0,52.1,0.49,46.17,405,16.3,Yes,90.37
Strath Haven HS,6.87,0,9.81,8.5,4.42,0,0,17.25,17.58,0.57,44.24,1223,18.81,No,70.4
Strath Haven MS,5.63,0,8.39,8.05,3.79,0,0,13.68,15.52,0.57,46.9,870,18.16,No,74.14
Strawberry Mansion HS,2.44,0,0,93.29,3.66,0,0,0,92.07,0.61,44.51,164,51.22,Yes,0.61
Strayer MS,4.92,0,2.46,3.1,11.38,0,0.39,1.03,35.32,2.46,47.99,773,21.6,No,77.75
Streams El Sch,3.68,0,9.89,0.69,2.07,0.69,0,5.29,8.28,5.29,49.2,435,14.71,No,83.68
Strodes Mills El Sch,0.44,0,0.89,0.44,0.89,1.33,0,0,51.11,0,50.22,225,15.11,Yes,97.33
Strong Vincent MS,4.74,0.37,1.87,32.33,13.61,0,0.12,0.62,76.65,4,47.57,801,27.47,Yes,46.94
Stroudsburg HS,3.39,0.32,3.06,20.48,25.24,0,0.08,3.47,42.26,2.1,47.9,1240,16.53,No,47.42
Stroudsburg JHS,4.08,0.36,4.08,19.57,25.21,0,0,3.36,44.78,1.44,47.42,833,18.61,No,46.7
Stroudsburg MS,3.75,0.18,3.84,18.85,26.99,0,0.09,3.66,48.86,4.48,45.01,1093,23.51,No,46.29
Sugar Valley Rural CS,1.05,0,0,1.05,1.68,0,0,0,49.9,0,44.44,477,29.56,Yes,96.23
Sugarcreek El Sch,2.45,0.49,0,0,0.98,0,0,2.45,41.18,0,49.51,204,12.25,Yes,96.08
Sugartown El Sch,6.45,0,20.56,1.61,17.14,0.6,0,0.6,19.96,10.08,47.78,496,14.11,Yes,54.23
Sullivan Co El Sch,0.29,0,0,0.88,0.58,0,0,0,48.83,0,45.32,342,23.1,Yes,98.25
Sullivan Co JSHS,1.11,0.37,0.74,1.11,0.74,0.37,0,1.48,44.65,0,50.92,271,23.62,No,95.94
Sullivan James J Sch,4.22,0.47,1.64,43.56,40.52,0,0,0,90.16,14.29,46.14,427,19.67,Yes,9.6
Summit El Sch,1.28,0,0,0,0.85,0,0,0.85,49.79,0,42.13,235,17.45,Yes,97.87
Summitview El Sch,6.59,0.24,1.65,3.29,9.88,0.47,0,2.12,40.47,3.06,50.35,425,9.41,Yes,78.35
Sun Valley HS,3.23,0,2.4,9.7,3.7,0,0.09,3.88,33.73,0.83,48.52,1082,19.32,No,80.87
Sunrise El Sch,3.4,0,0.24,2.18,1.94,0,0,2.43,14.08,0,48.06,412,8.74,No,92.23
Sunset Valley El Sch,4.1,0,1.59,0,1.14,2.05,0,2.28,15.26,0,53.99,439,14.12,No,93.17
Susq-Cyber CS,8.45,1.41,0,4.23,7.04,0,0,0,52.11,0,67.61,71,18.31,No,78.87
Susquehanna Community El Sch,1.72,0,0.43,1.51,1.08,0.22,0,0,56.03,0.22,52.8,464,21.77,Yes,95.26
Susquehanna Community JSHS,1.53,0.61,0.31,0.92,1.83,0.61,0,1.22,61.16,0,51.07,327,18.65,No,94.8
Susquehanna County CTC,1.68,0.28,0,1.12,3.08,0,0,0,52.66,0,37.25,357,35.57,No,93.84
Susquehanna Twp HS,8.77,0.13,15.84,42.41,12.83,0.39,0.13,2.36,50.39,9.16,48.04,764,17.8,No,19.9
Susquehanna Twp MS,12.12,0.58,14.86,36.8,14.29,0.29,0.43,0.72,53.25,6.78,50.94,693,17.03,Yes,20.92
Susquehannock HS,1.45,0.21,1.14,5.5,4.77,0,0,4.77,22.51,0.93,47.41,964,19.09,No,86.93
Susquenita El Sch,7.59,0,0.29,0.15,5.99,1.75,0,0,39.12,0.73,46.72,685,12.85,Yes,85.99
Susquenita HS,4.69,0.43,0.21,0.43,4.9,0.85,0.43,4.26,28.36,0,45.63,469,23.03,No,88.91
Susquenita MS,7.6,0.18,0.35,0.88,5.12,0.88,0,2.12,35.34,1.06,48.76,566,19.26,No,85.87
Swarthmore-Rutledge Sch,6.62,0,8.41,4.65,2.86,0,0,5.01,10.2,2.86,47.05,559,10.2,No,77.46
Swatara MS,11.29,0.33,13.58,28.97,23.4,0.49,0.16,1.47,76.43,12.93,44.84,611,19.8,No,22.26
Swenson Arts & Technology HS,5.8,0.26,6.73,22.43,31.13,0,0.13,0.53,61.61,7.39,36.41,758,17.68,Yes,33.51
Swift MS,2.83,0,0.31,1.26,8.18,0.31,0.63,8.81,37.74,1.89,46.23,318,21.07,No,86.79
Swiftwater El Ctr,3.68,0.11,2.32,14.53,25.37,0,0.21,2,28.63,6.21,49.05,950,13.79,Yes,53.79
Swiftwater Interm Sch,1.22,0.41,2.57,16.76,25,0.27,0.27,3.65,35.95,5.41,47.7,740,21.76,Yes,53.78
Sylvan Heights Science CS,4.23,0,0.47,73.24,21.13,0,0,0,81.69,2.82,52.58,213,5.63,Yes,0.94
TECH Freire CS,2.14,0.58,0.19,93.37,3.12,0,0,0,89.08,1.36,46.98,513,21.83,Yes,0.58
Tacony Academy CS,10.88,0.19,6.33,35.44,23.91,0.19,0.47,0,47.81,4.28,51.63,1075,17.49,Yes,22.79
Taggart John H Sch,5.86,0,49.7,10.1,28.89,0,0,0.2,80.81,39.8,44.85,495,14.75,Yes,5.45
Tamanend MS,2.26,0.12,14.15,1.78,10.23,0.12,0,8.92,16.65,2.14,54.46,841,13.67,No,71.46
Tamaqua Area MS,0.9,0,0.45,2.92,11.01,0,0.22,4.94,56.85,2.7,49.44,445,22.25,Yes,84.49
Tamaqua Area SHS,0.73,0,0.15,1.03,9.54,0,0,3.96,45.96,2.64,47.43,681,24.82,No,88.55
Tamaqua El Sch,0.45,0,0.45,3.29,9.88,0,0,0.15,63.02,0.75,51.95,668,19.16,Yes,85.93
Tawanka El Sch,4.62,0,4.87,1.09,8.15,0,0.24,0.85,32.12,4.38,49.64,822,15.45,Yes,81.02
Taylor Bayard Sch,2.64,0,0.48,15.63,79.57,0,0,0,90.87,30.53,51.2,416,26.68,Yes,1.68
Tenth & Green El Sch,0.54,0,0.18,3.58,91.04,0,0,0,96.42,36.02,50.72,558,17.92,Yes,4.66
Tenth & Penn El Sch,1.45,0,0,4.34,90.75,0,0,0,96.82,34.68,54.91,346,20.81,Yes,3.47
Tenth Street El Sch,7.1,0,1.18,1.48,0,0,0,5.92,8.28,0.3,48.82,338,12.43,No,90.24
The Linc,2.61,0.43,0.87,41.74,51.3,0,0,0,83.48,17.83,50.43,230,12.61,Yes,3.04
The New Academy CS,0,0,0,85.71,1.19,0,0,1.19,5.95,0,44.05,84,42.86,Yes,13.1
The Philadelphia CS for Arts and Science,8.54,0,0.82,51.75,36.21,3.4,0.41,0.31,81.38,9.77,50,972,22.94,Yes,2.26
The SD of Philadelphia Virtual Academy,4.57,0.16,8.42,57.28,20.33,0,0,0.33,0,5.49,50.22,1840,19.02,Yes,9.24
The Science Leadership Academy at Beeber,4.29,0.15,4.88,72.19,5.62,0,0,2.37,48.37,4.29,52.66,676,8.88,Yes,12.87
The U School: Innovative Lab,2.05,0,0.34,76.11,19.11,0,0,0,90.1,3.07,60.75,293,18.77,Yes,2.39
The Workshop School,4.17,0.93,0.93,89.35,3.7,0,0,0,81.94,4.17,37.96,216,22.69,Yes,0.93
Third Avenue El Sch,11.24,1.12,0,16.85,22.47,1.12,0,0,53.93,0,56.18,89,0,No,48.31
Thirteenth & Green El Sch,1.57,0,0,4.51,90.59,0,0,0,94.31,31.96,49.61,510,16.47,Yes,3.33
Thirteenth & Union El Sch,3.09,0.16,0.49,3.42,86.32,0,0,0,89.58,28.34,46.25,614,16.29,Yes,6.51
Thomas Jefferson El Sch,0.43,0,0.86,14.22,57.33,0,0,0.86,75,6.03,43.53,232,12.07,Yes,27.16
Thomas Jefferson HS,1.59,0.21,2.87,3.29,2.02,0,0,6.16,20.51,0.32,51.33,941,8.82,No,90.01
Thomas W Holtzman Jr El Sch,13.2,0,17.12,32.55,15.95,0.52,0.39,0.13,59.48,8.1,50.46,765,13.59,Yes,20.78
Tidioute Community CS,1.72,0,1.03,0,1.38,0.34,2.07,0,53.79,0,50.69,290,23.45,Yes,93.79
Tilden El Center,2.44,0,1.31,0.56,8.63,1.31,0.19,1.13,48.41,2.06,51.03,533,16.89,Yes,86.87
Tilden William T MS,3.43,0.29,6.29,76.29,12.29,0,0,0,81.14,16.86,45.71,350,24,Yes,1.43
Tinicum El Sch,2.31,0,0.77,0,3.85,2.31,0,0.77,16.92,0,43.08,130,23.08,Yes,93.08
Tinicum Sch,8.19,0.88,2.05,7.02,6.14,0,0.29,2.05,67.84,0,44.15,342,27.19,Yes,75.44
Titus El Sch,6.43,0.17,16.92,0.68,5.58,0,0,2.88,9.64,1.86,47.21,591,9.64,Yes,70.22
Titusville MS,4.22,0.44,0.44,0.44,1.78,9.56,0,4,51.11,0.22,49.78,450,13.78,Yes,92.67
Titusville SHS,2.54,0,0.36,0.72,1.99,10.14,0,5.62,46.74,0.36,48.01,552,16.12,No,94.38
Toby Farms Intermediate School,1.21,0,0,86.36,11.82,0,0,0.61,98.18,5.15,47.88,330,31.21,Yes,0.61
Tobyhanna El Ctr,1.81,0,1.98,11.7,25.54,0,0.49,2.31,33.94,6.1,53.05,607,17.13,Yes,58.48
Todd Lane El Sch,2.68,0.19,0.76,6.88,4.4,0,0.57,2.1,25.24,0.57,49.14,523,17.02,Yes,84.51
Tohickon MS,2.85,0,5.81,1.03,11.62,0.11,0,9.79,13.78,5.47,49.32,878,15.49,No,78.7
Towamensing El Sch,0.98,0,0,0.33,6.19,0.65,0,1.63,28.34,0.65,45.6,307,22.15,No,92.51
Towanda Area El Sch,1.3,0.22,0.65,1.52,0.43,0,0,0.43,60.95,0.22,52.71,461,13.45,Yes,95.88
Towanda Area JSHS,1.01,0.14,0.29,1.58,2.16,0,0,0.72,62.36,0,51.15,696,16.09,No,94.83
Tracy El Sch,7.19,0,11.03,8.15,23.74,0,0.48,2.64,26.86,4.08,47,417,13.43,No,49.4
Trafford El Sch,9.6,0,0,2.02,2.02,0,0,2.02,38.38,0,56.06,198,15.66,Yes,86.36
Trafford MS,3.38,0,0.62,1.54,0.92,0,0,4.62,22.77,0,49.54,325,8,Yes,93.54
Tredyffrin-Easttown MS,7.03,0,27.66,2.19,3.8,0.76,0.1,17.4,6.56,1.24,50.67,1052,16.35,No,59.22
Trexler MS,3.03,0,0.48,11.39,78.06,0.12,0.12,1.58,78.06,22.42,45.82,825,22.06,Yes,6.91
Tri-Community El Sch,10.73,0.73,10.24,37.32,19.76,0.98,0,0,83.17,11.22,49.51,410,9.51,Yes,21.22
Tri-Valley JSHS,1.62,0.7,0.23,0.7,1.86,1.39,0.46,2.32,32.95,0,47.8,431,19.72,No,94.43
Trimmer El Sch,7.67,0.47,1.4,6.51,22.79,0.7,0.47,3.95,41.86,5.81,45.35,430,17.67,No,60.7
Trinity East El Sch,2.96,0,1.98,1.23,2.47,0.25,0,0.49,24.2,0.49,50.12,405,14.07,No,91.36
Trinity MS,6.98,0.26,0.92,0.92,2.24,0.13,0.13,3.16,41.77,0.53,49.28,759,21.87,No,88.54
Trinity North El Sch,6.39,0.51,0.51,1.28,2.05,0.26,0,0,60.36,2.3,48.85,391,23.02,Yes,89.26
Trinity SHS,4.44,0.28,0.76,1.98,1.79,0,0,4.72,35.79,0.47,49.67,1059,16.34,No,90.75
Trinity South El Sch,5.22,0,0.8,0,0,0,0,1.61,35.34,0,50.6,249,23.29,No,93.98
Trinity West El Sch,6.31,0,0,3.4,0.73,0,0.97,0.49,53.16,0.49,46.6,412,17.23,Yes,88.59
Troy Area JSHS,0.96,0.32,0.96,0.96,1.11,0.16,0,3.66,49.84,0,48.73,628,18.63,No,95.7
Troy Intrmd Sch,3.4,0,0.45,0.23,0.68,0.23,0,3.17,55.78,0.45,49.21,441,22,Yes,95.24
Truman SHS,7.08,0.3,2.88,17.83,15.61,0,0.12,2.64,57.8,4.5,48.86,1666,23.11,Yes,56.18
Trumbauersville El Sch,4.36,0,1.74,3.49,8.43,0,0,1.45,33.43,3.2,47.97,344,20.35,No,81.98
Tulpehocken JSHS,2.37,0,0.45,1.63,14.24,0.45,0,4.75,39.76,1.93,46.44,674,25.67,Yes,81.31
Tunkhannock Area Intermediate Sch,1.69,0.17,0,0.34,1.18,0.68,0.34,0.51,66.72,0.34,49.49,592,25.68,Yes,96.28
Tunkhannock Area Primary Cntr,3.42,0.23,0.46,0.23,1.82,0,0,0,78.82,1.14,51.94,439,12.53,Yes,93.85
