name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Bradford Hgts El Sch,2.96,0,5.18,4.07,6.84,0,0.37,0.74,16.45,2.77,47.32,541,16.64,Yes,80.59
Bradford Woods El Sch,1.84,0.41,26.64,0.61,2.25,0,0,6.15,3.89,0.2,48.77,488,8.4,No,68.24
Brandywine Heights El Sch,1.33,0,1.06,0,5.85,0,0,0,29.52,1.33,49.47,376,15.16,Yes,91.76
Brandywine Heights HS,0.86,0.22,1.08,1.08,4.3,0.22,0,5.38,29.25,0.22,45.81,465,20.43,No,92.47
Brandywine Heights Intrmd/MS,2.1,0,0.76,0.38,6.69,0,0,4.78,34.8,1.15,47.23,523,26.77,Yes,90.06
Brandywine-Wallace El Sch,4.18,0,15.06,0.21,5.65,0,0.21,1.26,9.41,2.09,56.49,478,12.55,No,74.69
Brecht Sch,9.13,0,6.84,5.32,23.95,1.14,0,1.9,32.7,4.56,46.39,263,13.69,No,54.75
Brecknock El Sch,2.03,0.23,3.16,3.61,12.19,0.9,0,2.71,31.15,8.58,42.89,443,20.32,Yes,78.78
Breezewood El Sch,2.38,0,0,1.19,0,0,0,0,54.76,0,46.43,84,9.52,Yes,96.43
Bregy F Amedee Sch,12.26,1.26,7.86,57.55,5.97,0,0,0,80.19,3.46,44.03,318,29.87,Yes,15.09
Brentwood MS,3.24,0,6.48,4.86,4.86,0,0,3.64,53.44,5.26,45.75,247,14.98,No,80.57
Brentwood SHS,1.88,0,5.9,6.7,5.09,0,1.07,1.88,54.42,3.75,49.33,373,13.94,No,79.36
Bridesburg Sch,5.04,0,1.23,2.86,9.4,0,0,0.95,66.62,2.32,44.96,734,16.62,Yes,81.47
Bridge Valley El Sch,4.22,0.15,16.87,1.2,4.22,0,0,4.97,4.37,1.2,48.64,664,12.2,No,73.34
Bridgeport El Sch,15.07,0,2.94,13.6,27.57,0,0,0,69.12,23.16,50.74,272,14.34,Yes,40.81
Bridle Path El Sch,10.78,0.4,18.36,3.99,3.39,0.6,0,4.39,15.77,4.59,51.1,501,16.37,No,63.07
Brigadier General Anna Mae Hays El Sch,10.47,0.14,0.57,13.44,69.45,0,0,0,84.72,15.56,51.63,707,12.87,No,5.94
Bristol HS,9.35,0,1.25,20.87,26.17,0,0,5.61,67.91,1.87,51.09,321,22.43,No,42.37
Bristol MS,14.86,0,1.35,16.22,23.42,0.45,0,1.35,76.58,1.35,42.79,222,22.52,No,44.14
Broad Street El Sch,4.76,0,0.43,7.79,4.76,0,0.43,0.43,32.03,0.87,48.05,231,9.52,No,81.82
Brockway Area Elementary Sch,0.84,0,0.21,0.63,0.21,0.42,0,1.47,42.44,0,51.68,476,18.91,Yes,98.11
Brockway Area JSHS,0.66,0,0.44,0.22,0.66,0.22,0,5.24,48.25,0.22,48.69,458,12.01,No,98.03
Brooke El Sch,7.03,0,15.19,3.85,7.71,0,0,2.27,16.55,12.7,49.89,441,12.47,Yes,66.21
Brookville JSHS,0.92,0,0.46,0.46,2.15,1.84,0,4.6,42.48,0.31,49.69,652,14.26,Yes,96.01
Brookwood El Sch,9.08,0.56,1.35,12.67,14.35,0,0,0.22,60.2,3.36,50.11,892,17.26,Yes,62
Broughal MS,3.4,0.38,1.32,13.58,69.06,0,0,3.21,86.42,15.47,50,530,30.38,Yes,12.26
Brown Henry A Sch,5.25,0,12.43,16.02,50.28,0,0,0,79.56,7.73,44.48,362,23.48,Yes,16.02
Brown Joseph Sch,5.75,0,5.75,33.72,28.74,0,0,0,74.14,10.34,46.55,522,16.28,Yes,26.05
Brownstown El Sch,5.98,0,2.9,3.67,11.39,0,0.19,3.86,33.2,4.25,48.46,518,15.25,No,75.87
Brownsville Area El Sch,8.24,0.14,0.28,9.66,1.99,0,0,0.57,56.96,0,48.01,704,16.48,Yes,79.69
Brownsville Area HS,6.26,0.46,0.23,12.3,0.93,0,0,1.86,53.36,0,54.76,431,21.11,No,79.81
Brownsville Area MS,13.22,0.57,0,7.47,2.01,0,0,3.45,58.62,0,43.39,348,25.86,No,76.72
Bryant William C Sch,1.13,0.9,0.9,94.13,2.03,0,0,0,88.49,0.23,46.95,443,12.87,Yes,0.9
Buchanan El Sch,11.64,0,0,6.9,44.83,1.29,0.43,0.86,71.98,19.83,43.53,232,6.9,Yes,36.21
Bucher Sch,8.18,0,14.25,8.71,17.94,2.11,0,3.69,40.37,10.03,48.55,379,13.98,No,50.92
Buck El Sch,3.07,0.72,7.94,2.35,7.04,0,0.18,1.62,14.8,0.72,49.82,554,9.93,No,78.7
Buckingham El Sch,3.6,0,4.5,1.13,2.7,0,0.23,5.86,3.6,0.68,46.4,444,9.68,No,87.84
Bucks County Montessori CS,5.52,0.55,27.07,3.31,1.66,0,0,0,0,0,43.65,181,12.15,No,61.88
Bucks County Technical High School,0,0.14,1.98,7.58,14.06,0.61,0,2.59,43.41,1.02,45.46,1465,33.45,No,76.25
Bucktail Area MS,0.87,0,0,0,0,0,0,0,68.7,0,43.48,115,27.83,No,99.13
Bucktail HS,0,0,0,0,2.52,0,0,0,72.27,0,46.22,119,24.37,No,97.48
Buffalo El Sch,2.16,0,0.9,0.36,1.08,0,0,1.8,15.65,0.18,47.48,556,10.43,No,95.5
Building 21,2.52,0,0.5,88.66,7.3,0,0,0.25,72.54,4.53,49.87,397,17.88,Yes,1.01
Building 21 Allentown,2.9,0,0,16.91,70.53,0,0.48,1.93,72.95,12.56,48.79,414,18.6,Yes,9.18
Bullskin El Sch,1.08,0,0.27,0.81,2.16,0.81,0,0.81,49.87,0.54,51.21,371,19.14,Yes,95.69
Burchfield Primary Sch,4.91,0,0.29,1.16,1.73,0,0,0.87,27.75,0,51.45,346,10.4,No,91.91
Burgettstown El Ctr,3.89,0,0.22,0.86,0.43,0.43,0,0.22,48.81,0,48.81,463,18.57,Yes,94.6
Burgettstown MS/HS,3.58,0.18,0,0.36,0.9,0.54,0.18,2.69,41.94,0,50.72,558,21.86,No,94.8
Burrell HS,3.55,0,1.18,2.2,1.18,0.34,0,6.94,34.35,0,48.39,591,18.95,No,91.88
Burrowes Sch,6.16,0,5.8,11.96,67.39,0,0,0.72,86.96,23.91,50,276,12.32,Yes,8.7
Bushkill El Sch,17.25,2.88,1.6,16.29,11.82,0,1.28,1.92,56.55,5.75,51.44,313,24.28,Yes,48.88
Butler Area IHS,3.83,0.32,0.32,1.62,1.69,0,0,4.8,44.91,0.45,48.8,1541,19.01,No,92.21
Butler Area SHS,2.37,0.07,0.88,1.89,1.22,0,0,5.14,38.81,0.14,47.87,1479,17.58,No,93.58
Butler County Area Vocational Technical School,0.99,0.22,0.33,0.66,0.77,0,0,0,45.12,0,34.25,911,31.17,No,97.04
Butler El Sch,3.43,0,10.42,1.91,5.46,0,0,6.86,8.13,1.02,50.06,787,8.13,No,78.78
Butler MS,3.46,0.34,0.34,1.45,2.23,0,0,4.25,52.18,0.89,49.16,895,22.12,Yes,92.18
Bywood El Sch,3,0.14,18.71,52.86,22.14,0,0,0.86,83.86,24.43,47.71,700,9.43,Yes,3.14
C E Cole Intermediate Sch,4.58,0.23,1.37,6.29,61.44,0,0.11,1.6,66.48,7.32,50.8,874,20.02,Yes,25.97
C E McCall MS,3.2,0.17,1.18,0.51,3.2,0.51,0,2.36,32.72,0.17,44.69,593,16.69,No,91.74
C G Johnson El Sch,2.26,0.32,0.32,0,1.29,1.29,0,0.65,57.74,0,51.94,310,22.58,Yes,95.81
Cairnbrook El Sch,0,0,0,0.61,0,0,0,0,98.77,0,51.53,163,23.31,Yes,99.39
Caley El Sch,8.36,0,37.34,6.79,5.48,0,0,2.87,18.02,4.7,50.13,383,8.36,No,42.04
California Area El Sch,11.46,0,0.62,3.72,1.86,0.93,0,0.62,50.46,0,49.23,323,15.17,Yes,82.35
California Area Intermediate MS,5.56,0,0.79,4.76,1.59,0,0,1.59,48.41,0,48.41,126,26.98,No,87.3
California Area MS,0.75,0.75,0,8.21,0.75,0.75,0,1.49,48.51,0,50.75,134,11.94,No,89.55
California Area SHS,4.17,0.38,0.38,5.3,1.52,0.38,0.38,4.17,41.67,0.38,51.14,264,12.88,No,87.88
Caln El Sch,7.69,0.8,0.8,32.89,21.22,0,0.27,0.8,66.58,8.75,47.75,377,24.4,Yes,36.34
Calypso El Sch,0.92,0.92,0.46,14.75,42.86,0,0,5.99,61.75,3.23,47.47,217,11.52,Yes,40.09
Cambria El Sch,1.27,0,0.64,1.06,1.06,2.97,0,2.97,40.68,0.21,48.73,472,16.95,Yes,95.97
Cambria Heights El Sch,2.64,0.19,0,0,0.75,0,0,1.51,48.78,0,46.7,531,12.99,Yes,96.42
Cambria Heights MS,1.54,0,0,0,0.31,0,0.62,2.46,47.08,0,51.08,325,15.69,No,97.54
Cambria Heights SHS,1.15,0,0,0.23,0.69,0,0,3.23,38.94,0,50.46,434,11.98,No,97.93
Cambridge Springs El Sch,3.19,0,0,0.25,3.19,0.25,0,1.97,56.76,0,49.88,407,18.92,Yes,93.37
Cambridge Springs JSHS,2.97,0.25,0.25,1.49,2.48,0,0,4.46,49.5,0,45.54,404,20.79,No,92.57
Cameron County JSHS,0.89,0,1.79,0.45,2.68,0,0.45,0,50.45,1.79,45.09,224,25.45,No,93.75
Camp Curtin Academy,2.51,0.28,1.39,60.11,32.36,0,0,0,91.91,13.39,46.03,717,26.92,Yes,3.35
Camp Hill MS,6.73,0,3.37,2.02,8.42,4.04,0,10.44,18.52,2.02,47.47,297,11.78,No,79.46
Camp Hill SHS,3.32,0,3.55,2.84,9,2.84,0.24,10.66,15.88,2.37,49.05,422,12.56,No,81.04
Canadochly El Sch,5.68,0.27,0.27,2.43,4.59,3.78,0.27,0.81,47.84,0,46.49,370,11.62,Yes,86.49
Candlebrook El Sch,8.95,0,16.36,7.72,8.02,0.93,0,3.09,33.33,3.09,49.38,324,15.12,No,58.95
Canon-McMillan SHS,4.02,0,1.63,3.38,2.33,0.23,0.06,4.02,24.3,0.23,47.96,1716,14.69,No,88.58
Canonsburg MS,4.73,0.12,1.38,4.84,1.73,0.35,0,3.92,25.26,0.12,48.9,867,13.96,No,87.2
Canton Area El Sch,2.01,0.45,0.45,1.12,2.46,0,0,3.35,56.7,0.22,50,448,16.29,Yes,93.53
Canton JSHS,1.72,0.25,0.25,0.74,0.49,0,0,5.64,51.47,0,47.3,408,24.51,No,96.57
Capital Area School for the Arts CS,4.64,0.52,3.61,17.01,9.28,0,0,0,2.58,0,73.71,194,13.4,No,64.95
Carbon Career & Technical Institute,0.75,0,0.25,1.25,4.5,0,0,0.25,36.25,0.5,35,400,23.75,No,93.25
Carbondale Area JSHS,3.79,0.54,0.27,4.47,13.13,0,0.14,0.54,72.53,0.41,45.33,739,28.28,No,77.67
Carbondale El Sch,4.04,0.14,0.7,4.18,14.07,0,0.28,0.14,73.96,1.25,47.91,718,23.96,Yes,76.6
Career Institute of Technology,0.83,0,1.49,9.26,14.21,0,0.33,0,43.14,1.16,35.7,605,37.52,No,73.88
Career Technology Center of Lackawanna County,2.03,0.13,0.89,5.59,17.03,0.38,0.25,0.25,52.86,0,41.04,787,35.32,No,74.08
Carl G Renn El Sch,1.61,0,0,0,2.15,1.08,0,1.08,40.32,0,52.15,186,16.13,Yes,96.24
Carlisle Area HS,8.49,0.2,1.76,9.67,9.21,7.64,0.13,4.7,38.86,3.85,47.75,1531,14.76,No,70.54
Carlynton JSHS,8.1,0,2.98,14.55,2.48,0,0,5.95,46.94,5.79,47.6,605,17.69,No,71.9
Carmichaels Area El Ctr,1.35,0,0,0.9,0.67,0,0.45,0,56.95,0,52.91,446,24.89,Yes,96.64
Carmichaels Area HS,1.83,0.31,0.61,1.53,2.14,0,0.31,1.22,51.38,0,51.38,327,18.04,No,93.27
Carmichaels Area MS,2.23,0.45,0.45,0.89,0,0,0,0.45,53.57,0,47.32,224,20.98,No,95.98
Carnegie El Sch,13.02,0,11.2,8.85,3.13,0,0,0.52,54.17,14.06,48.44,384,15.63,Yes,63.8
Carnell Laura H Sch,2.21,0.28,5.24,55.86,30.62,0,0.14,0,77.93,24.28,47.59,725,10.34,Yes,5.66
Carroll El Sch,5.43,0,0,0,0.86,1.43,0.29,0.29,42.57,0.29,47.71,350,10.86,Yes,93.43
Carson MS,3.29,0,11.23,1.95,2.4,0,0,10.63,13.32,1.35,47.31,668,13.92,No,81.14
Carter and MacRae El Sch,5.16,0,2.01,18.05,68.48,0,0,0,93.41,24.07,42.98,349,28.08,Yes,6.3
Case Avenue El Sch,13.33,0,0.2,18.79,1.41,1.62,0,2.63,68.28,0.2,43.64,495,23.03,Yes,66.26
Catalyst Academy CS,9.47,0,0,87.37,3.16,0,0,0,75.79,0,44.21,95,5.26,Yes,0
Catasauqua MS,7.64,0,0.22,6.74,37.75,0.22,0,1.57,66.97,2.47,49.21,445,19.55,No,47.64
Catasauqua SHS,5.09,0.41,1.02,6.52,32.59,0.81,0,2.85,58.86,4.07,47.66,491,20.16,No,54.38
Catharine Joseph Sch,5.46,0.22,6.99,73.8,12.88,0,0,0,85.15,15.72,47.6,458,17.03,Yes,0.66
Cayuga School,1.08,0,0.54,23.66,73.12,0,0,0,87.37,22.85,44.62,372,18.01,Yes,1.61
Cecelia Snyder MS,4.56,0.68,10.71,12.98,20.05,0,0,0.23,53.3,7.29,51.03,439,27.33,Yes,51.03
Cecil Intrmd Sch,5.6,0.97,1.46,5.11,2.19,0.73,0,5.35,21.17,0.24,49.39,411,17.52,Yes,84.67
Cedar Cliff HS,5.86,0,2.05,6.92,14.37,1.29,0.15,4.56,30.11,3.73,47.83,1315,21.06,No,70.65
Cedar Crest HS,3.1,0,2,3.62,16.15,3.29,0.06,0.9,35.98,2.07,47.61,1548,12.98,No,75.06
Cedar Crest MS,3.79,0.08,2.23,3.54,17.81,2.56,0.16,2.56,38.25,2.64,46.99,1213,14.18,No,72.38
Cedarbrook MS,7.11,0.27,5.61,52.53,8.48,0,0,8.34,39.26,1.78,48.7,731,19.15,Yes,25.99
Center El Sch,5.96,0,1.91,7.87,1.7,1.91,0,0.64,25.96,2.13,47.66,470,14.89,Yes,82.55
Center Grange Primary School,0.86,0,1.3,8.64,1.94,0,0.22,0.22,32.61,1.08,51.19,463,11.02,Yes,87.04
Center Township El Sch,2.95,0.16,0,2.64,2.02,0,0.16,1.71,47.67,0.62,49.69,644,18.32,Yes,92.08
Center for Student Learning CS at Pennsbury,3.9,0,0.65,12.34,15.58,1.3,0,0,74.68,0,48.7,154,41.56,Yes,67.53
Centerville El Sch,4.84,0,5.43,4.07,11.24,0.39,0,6.2,28.1,8.33,44.19,516,20.35,No,74.42
Centerville MS,2.03,0.34,5.91,7.77,18.58,0,0,13.34,41.72,2.53,48.48,592,19.26,No,65.37
Central Bucks HS-East,1.8,0.07,6.61,1.8,6.21,0,0.07,12.95,7.14,0.13,49,1498,13.82,No,83.44
Central Bucks HS-South,2.59,0.06,10.94,2.48,6.11,0.06,0,12.79,11.29,0,47.58,1736,15.5,No,77.82
Central Bucks HS-West,2.15,0,5.84,1.14,8.38,0.07,0.07,9.79,12.94,3.69,48.02,1491,16.9,No,82.43
Central Cambria HS,1.3,0,0.37,0.74,0.37,2.78,0,6.86,34.32,0.74,51.02,539,12.24,No,97.22
Central Cambria MS,1.37,0,1.09,0.82,0.55,2.46,0,6.01,36.61,0.27,49.45,366,18.03,No,96.17
Central Columbia El Sch,4.14,0.15,1.92,0.44,2.07,0.15,0.15,0.15,33.43,0.44,49.85,676,11.54,Yes,91.12
Central Columbia MS,3.73,0.16,2.11,1.3,3.41,0.32,0,2.76,32.79,0.32,47.73,616,17.37,No,89.29
Central Columbia SHS,1.85,0.34,3.7,0.67,2.18,1.51,0.34,6.89,20.17,0.67,52.1,595,7.73,No,90.92
Central Dauphin East MS,11.11,0.13,14.77,33.21,19.32,0.13,0,1.26,70.71,13.64,49.24,792,18.43,No,21.46
Central Dauphin East SHS,10.44,0.33,14.86,31.66,19.48,0.4,0,1.47,61.78,15.53,46.45,1494,17.94,No,23.23
Central Dauphin MS,6.24,0.51,5.99,10.57,7.52,2.17,0,5.1,26.37,1.78,46.11,785,16.05,No,69.17
Central Dauphin SHS,6.14,0.11,7.34,11.62,7.01,1.1,0,7.01,23.18,3.89,48.82,1825,14.03,No,67.78
Central El Sch,6.79,0,0.6,14.33,72.4,0,0.15,0,88.08,23.08,46.46,663,11.76,Yes,5.73
Central HS,4.93,0.12,38.82,18,7.74,0,0.08,10.47,40.48,0.37,53.93,2416,3.52,Yes,30.3
Central MS,0.6,0.1,0.3,8.32,86.91,0,0,1.76,95.54,26.53,49.55,1994,27.43,Yes,3.76
Central Manor El Sch,3.74,0,1.63,6.99,20.49,0.16,0,1.63,43.09,3.41,50.24,615,14.63,Yes,67.15
Central Montco Technical High School,4.4,0.11,1.18,28.36,33.83,0,0,0.43,65.31,8.49,45.44,931,33.3,No,32.12
Central Mountain HS,2.78,0.17,0.61,1.04,2.6,0.09,0,0.17,48.52,0.87,49.13,1152,20.75,No,92.8
Central Mountain MS,3.76,0,0.19,0.87,2.41,0.19,0,0.29,57.61,0.87,49.13,1038,20.71,No,92.77
Central PA Institute of Science and Technology,2.47,0,0.9,0.67,3.59,0,0,0.22,48.65,0.22,43.27,446,30.72,No,92.38
Central Pennsylvania Digital Learning Foundation CS,7.69,0,0,3.85,3.3,0,0,0.55,45.05,0,51.1,182,25.27,Yes,85.16
Central Valley HS,3.09,0,0.14,6.46,2.11,0,0.7,2.53,31.18,0.28,48.74,712,13.62,No,87.5
Central Valley MS,1.7,0,0.95,7.37,3.02,0,0.38,2.27,31.57,0.19,48.77,529,14.56,No,86.58
Central Westmoreland Career and Technology Center,3.16,0.27,0.36,1.99,0.72,0,0,0.18,37.36,0.18,33.12,1108,34.93,No,93.5
Central York HS,8.73,0.11,3.89,8.45,11.78,0.33,0.06,2.33,28.52,1.45,49.42,1799,11.84,No,66.98
Central York MS,12.15,0.11,5.7,8.92,11.83,0.11,0,4.73,31.94,2.26,48.71,930,12.04,No,61.29
Centre Hall-Potter El Sch,2.35,0,0,0,1.41,0,0,0.47,33.8,0,48.36,213,11.27,Yes,96.24
Centre Learning Community CS,2.99,0,1.49,2.99,4.48,0,0,0,26.87,0,40.3,67,34.33,No,88.06
Cetronia Sch,3.3,0,15.67,3.3,18.76,0.62,0,3.92,27.42,4.54,54.85,485,8.66,Yes,58.97
Chadds Ford El Sch,5.72,0.27,20.16,2.72,2.72,0,0.27,3,8.17,0.82,46.87,367,14.44,No,68.12
Chambers Hill El Sch,9.68,0,18.89,23.5,16.13,0.46,0,0.92,64.52,18.43,45.16,217,21.2,Yes,31.8
Chambersburg Area Career Magnet Sch,3.72,0.28,1.66,4.55,11.03,1.52,0,1.66,42.21,3.03,44.28,725,13.24,No,78.76
Chambersburg Area MS - North,7.16,0,1.27,6.34,21.56,1.9,0.18,2.36,59.24,5.98,50,1104,15.04,No,63.5
Chambersburg Area MS - South,6.59,0,0.94,7.43,29.44,0.56,0.09,1.79,63.78,7.53,47.6,1063,16.65,No,55.5
Chambersburg Area SHS,6.14,0.37,1.47,9.81,24.84,1.42,0.05,2.38,55.55,11.64,49.13,2182,15.08,No,57.33
Charleroi Area El Ctr,13.21,0,0.5,5.69,3.01,0,0,1.17,62.54,1.84,48.83,598,17.22,Yes,77.59
Charleroi Area HS,8.35,0.21,0.64,5.35,3.21,0,0,5.14,52.25,0.86,49.89,467,19.49,No,82.23
Charleroi Area MS,13.51,0.29,0.29,4.31,3.74,0,0,5.17,58.33,0.86,47.7,348,18.68,No,77.87
Charles A Huston MS,4.94,0,0,2.12,0.71,0.24,0,3.76,38.12,0,51.29,425,15.53,No,92.24
Charles F Patton MS,2.41,0.1,17.25,0.7,4.71,0,0.2,10.13,9.23,1.2,46.14,997,19.16,No,74.62
Charles H Boehm MS,5.33,0,7.57,4.35,7.15,0.14,0,6.17,26.65,2.24,46,713,24.12,No,75.6
Charles Kelly El Sch,4.35,0.31,20.19,58.39,11.49,0,0,1.86,86.96,20.5,55.9,322,13.04,Yes,5.28
Charles Sumner #18,6.62,0,3.14,12.2,31.01,0.35,0,0,75.96,5.57,53.31,287,18.47,Yes,47.04
Charles W Longer El Sch,3.65,0.23,2.05,2.05,2.74,0.23,0,2.74,44.52,1.37,50,438,15.53,Yes,89.27
Charlestown El Sch,5.34,0,19.38,1.12,2.81,0.28,0,4.49,7.02,2.53,50.56,356,7.3,No,71.35
Charlotte Lappla El Sch,3.47,0.5,0.5,0,0.5,0.99,0,0,47.52,0,46.53,202,11.88,Yes,95.05
Chartiers Valley HS,4.28,0.1,3.98,3.67,2.34,1.22,0,3.26,29.15,2.55,47.71,981,13.05,No,85.63
Chartiers Valley Intrmd School,4.27,0.13,14.51,2.85,2.46,1.55,0,3.11,29.4,6.22,47.28,772,12.18,Yes,75.78
Chartiers Valley MS,5.36,0,5.8,3.04,1.16,1.3,0,2.61,31.45,2.03,47.39,690,12.46,No,84.64
Chartiers Valley Primary Sch,5.44,0.12,19.76,2.13,1.42,1.66,0.12,0,26.75,8.88,49.82,845,7.34,Yes,71.01
Chartiers-Houston JSHS,4.94,0,0.79,2.37,4.94,0,0.4,0.59,29.05,0.4,46.25,506,17,No,86.56
Chatham Park El Sch,5.77,0,5.13,4.49,3.69,0.16,0,4.49,10.9,1.28,46.47,624,9.13,No,80.93
Cheltenham El Sch,7.46,0,5.91,59.13,12.34,0.77,0.26,2.31,45.5,6.43,56.3,389,13.37,Yes,14.91
Cheltenham HS,1.68,0.07,6.78,55.69,6.49,0.07,0.22,9.48,39.36,1.02,50.07,1372,20.04,No,29.08
Chester Charter Scholars Academy CS,2.16,0,0,94.66,2.6,0,0,0,90.04,0,52.24,693,16.31,Yes,0.58
Chester Co Family Academy CS,4.17,0,1.39,36.11,52.78,0,0,0,81.94,34.72,45.83,72,8.33,No,5.56
Chester Community CS,2.95,0.09,0.11,83.17,12.64,0,0,0,100,6.04,50.93,4469,20.65,Yes,1.03
Chester County Technical College High School - Brandywine Campus,1.73,0.1,1.83,12.63,18.23,4.89,0,0,27.6,4.79,49.19,982,39.31,No,65.48
Chester County Technical College High School - Pennocks Campus,1.95,0.24,0.61,4.62,39.54,5.72,0,0,38.56,5.72,55.35,822,30.9,No,53.04
Chester County Technical College High School - Pickering Campus,2.27,0,3.53,10.83,8.31,4.28,0,0,30.23,2.02,52.14,397,56.42,No,75.06
Chester HS,2.67,0,0,84.09,12.08,0,0,0.12,77.58,6.97,47.97,861,32.64,Yes,1.16
Chester Street El Sch,8.11,0,3.86,8.49,11.97,1.93,0.39,13.13,56.37,2.32,47.1,259,18.53,Yes,67.18
Chester Upland Sch of Arts,0.5,0.25,0,94.72,3.52,0,0,0,86.93,0.75,47.74,398,13.32,Yes,1.01
Chestnut Hill El Sch,11.21,0,2.65,2.65,3.24,0.29,0,0.88,43.07,0.88,55.75,339,12.09,Yes,80.24
Chestnut Ridge Central El Sch,1.41,0,0,1.06,2.83,0,0,0.35,51.24,0.71,47.7,283,14.84,Yes,94.7
Chestnut Ridge MS,0.88,0.22,0.22,0.88,1.97,0.66,0,3.94,46.83,0.66,51.64,457,17.94,No,95.84
Chestnut Ridge SHS,2.14,0.39,0,0.58,1.94,0,0,2.72,39.61,0.39,49.71,515,16.12,No,94.95
Chestnutwold El Sch,8.41,0,3.17,5.08,1.75,0,0,6.19,8.57,0.32,48.41,630,12.7,No,81.59
Cheston El Sch,8.25,0.34,2.69,24.07,43.27,0,0.17,0,73.4,8.75,49.16,594,15.99,Yes,21.21
Chichester MS,9.84,0,2.29,26.44,8.15,0,0,0.1,72.56,1.19,49.7,1006,26.24,No,53.28
Chichester SHS,7.64,0,2.62,26.53,8.08,0,0,0,69.32,1.42,49.45,916,26.86,No,55.13
Chicora El Sch,0.72,0,0,0.72,0.48,0.24,0,1.44,44.6,0,51.08,417,17.51,Yes,98.08
Chief Shikellamy Sch,13.73,0,0,2.99,19.7,0.3,0,0,22.09,5.37,46.87,335,25.07,Yes,63.58
Childs George W Sch,6.18,0,25.9,40.44,23.31,0,0.2,0.2,78.88,23.71,55.78,502,17.13,Yes,3.98
Chipperfield El Sch,2.38,0,3.63,23.5,25.38,0,0.25,1,44,4,46.13,800,14.75,Yes,44.88
Choconut Valley El Sch,0,0,0.38,0.38,3.46,0,0,1.15,41.54,0,51.15,260,18.08,Yes,95.77
Christopher Columbus CS,5.22,0,11.22,15.78,13.89,0,0,0,34.44,8.67,48.89,900,12.56,Yes,53.89
Churchville El Sch,1.69,0,3.58,0.19,2.26,0,0.19,3.01,12.05,0.38,48.96,531,13.94,Yes,92.09
Circle of Seasons CS,8.61,0,2.63,3.35,8.37,0,0,0,21.05,0.96,46.17,418,19.62,Yes,77.03
City CHS,11.64,0.39,0.79,52.66,1.38,0,0,0,62.92,1.78,52.66,507,22.68,Yes,33.14
Clairton El Sch,14.69,0.28,0.28,62.71,2.54,0,0,1.69,92.66,0,46.89,354,23.16,Yes,19.49
Clairton MS/HS,11.19,0.47,0,65.73,1.63,0,0.23,1.63,89.74,0.47,45.45,429,27.27,Yes,20.75
Clara Barton El Sch,8.14,0,4.07,15.84,3.17,0,0,0.45,51.58,4.07,53.39,221,23.53,Yes,68.78
Clarence M Gockley El Sch,7.89,0.18,4.84,6.09,39.25,0.72,0,0,53.58,6.99,48.39,558,10.75,Yes,41.76
Clarion Area El Sch,3.7,0,1.06,3.17,3.17,0,0,0.53,54.76,0.26,50.53,378,15.08,Yes,88.89
Clarion Area JSHS,2.6,0,2.6,2.6,2.31,0,0,4.05,38.73,0.87,48.84,346,18.21,Yes,89.88
Clarion County Career Center,0,0.29,0,0.88,0.29,0,0,0,46.76,0,36.76,340,33.53,No,98.53
Clarion-Limestone Area JSHS,1.06,0,0,2.12,1.06,0,0,6.88,34.39,0,47.09,378,13.23,No,95.77
Clarion-Limestone El Sch,3.18,0,0,1.82,0.68,0.23,0.23,2.5,34.09,0,50.23,440,15.23,Yes,94.09
Clark El Sch,0,0,0,0,1.86,0,0,1.49,37.17,1.12,48.33,269,8.92,Yes,98.14
Clark Wood El Sch,3.01,0,0,0.33,1,0.67,0,0.33,71.91,0,42.81,299,20.4,Yes,95.65
Clarke El Ctr,4.95,0,0.67,6.55,9.76,0.27,0.4,0.27,63.24,1.07,46.52,748,22.99,Yes,77.67
Clarks Summit El Sch,1.83,0,11.52,1.83,3.93,0,0.79,1.83,11.78,2.62,46.6,382,12.04,No,80.1
Clay El Sch,4.85,0.92,4.16,3,9.93,1.15,0,0.92,39.26,5.77,46.88,433,17.55,Yes,77.14
Claysburg-Kimmel El Sch,2.54,0,0,0.51,0.51,0,0,0.51,61.42,0,50.76,394,14.72,Yes,96.45
Claysburg-Kimmel HS,1.49,0,0,1,1.24,0,0,2.24,61.19,0,47.76,402,17.66,No,96.27
Claysville El Sch,1.05,0.21,0,0,1.27,1.05,0,0.42,42.19,0.21,48.73,474,19.83,Yes,97.47
Clear Run El Ctr,7.13,0.29,0.86,29.81,38.23,0.43,0.43,0.29,41.94,8.7,48.07,701,13.55,Yes,23.25
Clear Run Intrmd Sch,4.05,0.39,1.64,32.66,36.13,0.39,0.19,1.64,62.81,4.72,49.33,1038,23.12,Yes,24.95
Clearfield Area El Sch,1.89,0,0.28,0.38,0.76,0.28,0,2.18,87.89,0.19,47.4,1057,24.88,Yes,96.69
Clearfield Area JSHS,2.1,0,0.48,0.76,0.86,0,0,3.35,51.53,0,48.66,1046,25.62,No,95.79
Clearfield Co CTC,0.53,0.27,0,0.27,3.73,0,0,0,60,0,37.87,375,28,No,95.2
