SchoolName,AcademicYearId,Federal-Non-Personnel,Federal-Personnel,Local-Non-Personnel,Local-Personnel,State-Non-Personnel,State-Personnel
Lenape El Sch,2018,238.79,1099.46,1826.1,4398.93,2626.02,6339.68
Lenape MS,2018,21.26,24.81,1328.69,10993.14,352.59,2917.2
Lengel MS,2018,40.99,402.55,2149.25,11117.87,9.85,245.88
Lenkerville El Sch,2018,152.17,449.95,2211.09,12824.38,1.99,0.0
Leola El Sch,2018,271.9,903.96,2676.17,8173.91,767.54,2344.33
Letort El Sch,2018,92.14,0.0,1208.44,6552.57,517.9,2808.24
Level Green El Sch,2018,5.31,40.95,945.06,5482.56,805.05,4670.33
Lewis C Cassidy Academics Plus Sch,2018,192.18,1765.4,1805.43,8757.92,90.7,486.54
Lewis M Myers El Sch,2018,76.5,575.8,739.57,3502.71,1205.68,5710.28
Lewisburg HS,2018,47.81,218.77,2030.52,9290.36,709.18,3244.76
Lewistown El Sch,2018,275.46,1838.39,916.5,4357.5,1128.8,5366.9
Lewistown Intrmd Sch,2018,30.03,291.01,929.86,4420.09,1145.25,5443.99
Liberty Bell El Sch,2018,24.6,64.02,3810.48,9915.29,1099.02,2859.78
Liberty El Sch,2018,390.94,1117.42,1327.38,5125.75,1381.56,5334.96
Liberty HS,2018,22.32,222.31,1381.92,7529.81,870.01,4612.19
Liberty-Curtin El Sch,2018,66.04,1545.51,1129.37,5621.23,1253.51,7145.78
Liberty-Valley El Sch,2018,22.54,218.15,1574.86,7658.8,639.55,3807.83
Lickdale El Sch,2018,34.49,444.8,1526.03,7259.18,1011.61,4812.1
Ligonier Valley HS,2018,0.0,0.0,2525.46,5777.77,1671.32,3823.67
Ligonier Valley MS,2018,0.0,168.89,1193.02,6692.34,789.53,4428.92
Limerick El Sch,2018,45.69,5.98,1711.2,15783.98,453.13,4181.95
Lincoln CS,2018,153.3,587.9,4136.17,10012.68,0.0,0.0
Lincoln El Sch,2018,20.92,452.28,763.4,8788.81,197.29,2376.32
Lincoln HS,2018,218.39,1105.26,1714.5,8052.55,90.99,741.84
Lincoln JSHS,2018,5.27,394.8,982.55,5346.57,1785.19,9714.19
Lincoln Leadership Academy Charter School,2018,186.64,815.95,2876.6,8106.78,0.0,0.0
Lincoln MS,2018,522.68,534.64,1520.3,8120.45,1928.71,10301.91
Lincoln Park Performing Arts CS,2018,0.0,313.68,6524.49,5731.02,196.73,66.86
Lincolnway El Sch,2018,29.35,157.62,1685.02,9048.74,631.94,3393.6
Linden El Sch,2018,21.28,31.65,1295.74,11882.42,343.84,3153.18
Lindley Academy CS at Birney,2018,0.59,0.97,5.42,8.92,0.05,0.08
Line Mountain El Sch,2018,62.13,547.75,2040.38,6313.95,2704.58,8369.66
Line Mountain HS,2018,62.13,547.75,1193.65,4088.54,1582.27,5419.69
Line Mountain MS,2018,62.13,547.75,1193.65,4088.54,1582.27,5419.69
Lingelbach Anna L Sch,2018,219.91,2013.44,1755.99,9369.12,90.81,517.61
Lingle Avenue El Sch,2018,0.0,0.0,858.03,4824.96,521.75,2933.96
Linglestown El Sch,2018,77.81,54.13,1280.29,7665.58,416.84,2495.78
Linglestown MS,2018,105.49,75.94,1462.01,8138.89,476.0,2649.88
Linntown El Sch,2018,41.11,236.87,1745.88,10059.06,609.77,3513.24
Linton MS,2018,111.2,555.97,1893.61,7820.13,1411.69,5829.95
Linwood El Sch,2018,256.33,1058.36,1484.57,10173.44,1504.21,6510.43
Lionville El Sch,2018,62.41,177.71,1578.85,8437.76,466.45,2492.83
Lionville MS,2018,8.69,59.71,1684.43,9174.75,497.65,2710.57
Lititz El Sch,2018,23.32,149.28,1280.44,8196.82,532.28,3407.44
Littlestown SHS,2018,0.0,0.0,1142.93,7761.11,728.52,4947.04
Locke Alain Sch,2018,266.61,2086.37,1718.3,8612.6,90.59,551.27
Locust Grove El Sch,2018,16.64,6.17,302.6,9106.65,0.0,0.0
Loesche William H Sch,2018,228.22,1422.12,1774.16,7785.32,90.95,537.84
Log College MS,2018,123.67,86.42,1313.37,13234.31,461.45,4649.89
Logan El Sch,2018,329.12,1310.03,517.86,2374.03,1311.38,5857.21
Logan James Sch,2018,271.15,2152.63,1928.01,8738.82,100.4,623.29
Loganville-Springfield El Sch,2018,0.0,0.0,1290.27,8772.56,456.45,3083.62
Londonderry El Sch,2018,46.8,936.63,1506.34,7701.23,827.14,4284.75
Longstreth William C Sch,2018,237.77,2074.95,2106.54,10164.17,99.05,545.38
Loomis El Sch,2018,211.27,397.8,1968.98,13204.06,402.51,2699.23
Lorane El Sch,2018,67.31,610.76,1088.9,8091.15,576.02,4280.12
Louis E Dieruff HS,2018,133.23,945.58,610.2,4330.98,1100.91,7813.79
Lowell James R Sch,2018,219.9,2240.45,1708.52,7329.86,91.0,606.34
Lower Allen El Sch,2018,34.38,316.0,531.75,7554.42,0.0,0.0
Lower Dauphin HS,2018,62.2,219.43,1506.33,7701.22,827.14,4284.74
Lower Dauphin MS,2018,37.27,97.9,1506.34,7701.23,827.14,4284.75
Lower Gwynedd El Sch,2018,0.0,0.0,607.55,12397.32,1189.05,1827.73
Lower Macungie MS,2018,5.01,256.33,1472.44,9501.86,461.61,2978.8
Lower Merion HS,2018,21.61,171.83,2544.59,20234.38,426.88,3394.48
Lower Moreland HS,2018,47.27,171.38,3781.27,13710.7,898.05,3256.29
Lower Nazareth El Sch,2018,8.34,76.82,1862.68,13890.75,16.73,0.0
Lower Pottsgrove El Sch,2018,49.23,280.32,1546.41,9331.62,727.23,4388.39
Loyalsock Twp MS,2018,0.0,0.0,838.51,6671.84,362.08,2881.01
Loyalsock Twp SHS,2018,0.0,510.71,1013.11,6532.44,437.48,2820.81
Loyalsock Valley El Sch,2018,0.9,912.34,2503.18,5838.42,1955.18,4560.26
Ludlow James R Sch,2018,252.81,2070.57,2001.41,12099.86,90.84,412.42
Luis A. Ramos El Sch,2018,125.62,803.86,575.39,3681.85,1038.09,6642.66
Luther W Low El Sch,2018,70.44,1176.89,599.63,5711.02,1048.82,8090.59
Lycoming Valley Intrmd Sch,2018,215.4,1057.32,929.24,4782.73,1194.74,6149.22
Lynnewood El Sch,2018,37.77,262.36,919.13,11276.13,198.12,2430.52
Lyter El Sch,2018,0.89,745.6,2144.9,5059.44,1675.33,3951.82
MAST Community Charter School,2018,64.93,1061.41,5612.38,6895.04,231.42,0.0
MaST Community CS II,2018,513.01,1009.22,7369.93,5799.14,161.58,0.0
Macungie El Sch,2018,34.82,577.08,1418.7,9014.63,444.76,2826.05
Mahanoy Area El Sch,2018,129.5,879.11,593.11,3523.72,1365.41,8112.07
Mahanoy Area JSHS,2018,83.92,52.88,655.1,4249.85,1508.14,9783.73
Mahantongo El Sch,2018,0.0,65.96,494.23,2891.75,808.62,4731.31
Main Street El Sch,2018,180.97,1104.92,518.45,2651.76,1370.65,7010.64
Main Street Sch,2018,37.34,522.37,654.04,11184.35,40.02,1550.02
Makefield El Sch,2018,76.33,52.44,1775.8,15400.16,0.0,0.0
Manavon El Sch,2018,48.82,29.75,1777.59,12405.89,420.22,2932.76
Manchester Academic CS,2018,23.88,672.74,9754.76,12135.73,0.0,32.09
Manheim Central MS,2018,11.52,180.51,1982.45,7774.47,838.33,3287.64
Manheim Central SHS,2018,11.56,0.0,2291.07,8571.99,968.84,3624.89
Manheim El Sch,2018,0.0,0.0,382.31,3503.53,924.19,8469.4
Manheim Twp HS,2018,57.71,244.53,2203.49,8775.13,583.22,2322.61
Manheim Twp MS,2018,55.52,176.38,1651.53,9738.27,437.13,2577.53
Manoa El Sch,2018,37.23,245.77,896.73,10703.98,193.2,2307.2
Manor El Sch,2018,106.59,308.42,1692.18,15006.34,0.0,0.0
Manor Middle School,2018,59.34,301.96,1509.99,7977.23,647.14,3418.81
Maple Avenue MS,2018,0.0,0.0,985.7,6776.74,628.3,4319.59
Maple Glen El Sch,2018,9.7,76.87,1893.35,15007.35,401.52,3182.54
Maple Manor El/MS,2018,122.34,555.53,172.51,2918.3,219.56,3714.2
Maple Point MS,2018,290.7,36.88,2950.08,10543.71,946.47,3382.73
Maple Ridge El Sch,2018,147.82,1063.6,1253.72,6038.28,840.75,4049.3
Mapleton-Union El Sch,2018,190.22,750.83,855.97,3378.73,2124.08,8384.25
Mapletown JSHS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Maplewood El Sch,2018,134.97,759.67,678.75,3785.74,1228.55,6852.22
Maplewood JSHS,2018,134.97,271.85,1169.65,5295.16,2117.07,9584.29
March El Sch,2018,50.85,366.59,1226.68,11134.33,715.82,4801.0
Marclay Sch,2018,113.89,1072.99,1039.38,4431.35,1528.5,6923.08
Marcus Hook El Sch,2018,283.37,1173.25,1521.47,9051.42,1522.88,5916.07
Margaret Ross El Sch,2018,0.0,829.86,1116.4,7696.78,993.21,6847.41
Mariana Bracetti Academy CS,2018,55.61,1169.3,4091.21,8331.18,247.78,0.0
Marion Center Area JR/SR HS,2018,52.89,315.55,1131.81,4519.04,2583.92,10316.94
Marion El Sch,2018,31.43,265.36,770.11,6503.02,674.31,5694.05
Marion-Walker El Sch,2018,0.0,0.0,3752.71,15545.18,93.32,73.24
Maritime Academy CS,2018,0.0,73.62,0.0,0.0,0.0,0.0
Markham El Sch,2018,21.04,93.82,753.89,10427.58,204.98,2855.21
Markle Intrmd Sch,2018,0.0,0.0,348.91,3482.57,843.45,8418.72
Marlborough El Sch,2018,17.17,90.1,1384.41,7264.56,652.36,3423.18
Marple Newtown SHS,2018,32.91,142.07,2415.26,14068.52,493.74,2875.94
Mars Area Centennial Sch,2018,18.01,0.0,2599.38,6902.33,1027.09,2727.32
Mars Area El Sch,2018,0.0,0.0,2594.19,6888.57,1025.05,2721.88
Mars Area MS,2018,0.0,0.0,2597.33,6896.89,1026.28,2725.17
Mars Area Primary Ctr,2018,21.36,366.43,2599.56,6902.83,1027.17,2727.52
Mars Area SHS,2018,0.0,0.0,2538.81,6741.49,1003.16,2663.77
Marsh Creek Sixth Grade Center,2018,62.41,55.15,1576.4,9057.93,465.73,2676.06
Marshall Academy,2018,320.27,2587.07,1898.4,9081.05,2621.6,12540.5
Marshall El Sch,2018,0.0,666.98,351.74,4448.16,406.54,51411.01
Marshall John Sch,2018,338.44,2610.3,1778.38,9410.56,90.93,478.82
Marshall MS,2018,60.61,11.28,1571.14,14654.18,1.66,0.69
Marshall Math Science Academy,2018,77.68,602.99,963.49,2745.98,1330.53,3792.07
Marshall Street El Sch,2018,91.87,398.73,1203.44,8646.62,406.77,2922.57
Marshall Thurgood,2018,347.31,1630.09,1855.2,8518.7,95.05,411.22
Martic El Sch,2018,107.72,763.26,1227.86,6714.31,526.23,2877.56
Marticville MS,2018,58.89,0.0,1607.21,7877.48,688.81,3376.06
Martin Meylin MS,2018,2.33,228.43,1145.71,7834.84,308.01,4679.67
Martin Sch,2018,70.8,1742.4,2389.76,6101.28,32.47,3020.36
Martinsburg El Sch,2018,21.16,603.78,875.06,3925.59,1163.57,5219.88
Marvine El Sch,2018,48.5,1996.83,1404.01,8463.76,893.46,7075.03
Mary C Howse El Sch,2018,117.74,18.86,1833.88,8568.15,510.52,2385.24
Mary D Lang Kdg Ctr,2018,46.81,553.83,3430.83,10185.14,892.46,2673.68
Marzolf Primary Sch,2018,0.03,3.51,4.75,32.59,0.57,5.48
Masontown El Sch,2018,153.75,1692.96,551.49,2546.17,1491.06,6884.09
Mastbaum Jules E AVTS,2018,311.56,1391.46,1647.72,290.95,90.99,999.87
Masterman Julia R Sec Sch,2018,191.72,711.86,1758.97,9631.65,90.53,171.58
Mastery CHS - Lenfest Campus,2018,278.35,996.77,8821.05,6137.42,0.0,75.49
Mastery CS - Cleveland Elementary,2018,824.23,1051.64,7696.19,5529.02,0.0,78.86
Mastery CS - Francis D. Pastorius Elementary,2018,849.88,966.84,8092.47,5458.62,0.0,0.0
Mastery CS - Hardy Williams,2018,786.1,1904.58,7996.69,4827.62,0.0,65.71
Mastery CS - Mann Campus,2018,255.93,934.18,6962.78,5605.16,0.0,84.78
Mastery CS - Thomas Campus,2018,279.12,971.05,7226.12,5235.87,0.0,39.61
Mastery CS -Shoemaker Campus,2018,277.49,989.35,8241.36,6128.4,0.0,78.02
Mastery CS John Wister Elementary,2018,293.4,1055.32,7992.6,4991.79,0.0,0.0
Mastery CS-Clymer Elementary,2018,270.88,976.39,8058.94,5441.6,0.0,78.8
Mastery CS-Gratz Campus,2018,888.82,1993.01,10006.08,6474.33,0.0,72.55
Mastery CS-Harrity Campus,2018,264.18,954.01,7552.72,6044.6,0.0,86.06
Mastery CS-Pickett Campus,2018,272.27,979.13,8120.24,5946.97,0.0,70.35
Mastery CS-Smedley Campus,2018,1162.89,1027.05,8038.44,6294.31,0.0,78.67
Mastery Prep Elementary CS,2018,232.42,804.05,13211.19,6407.74,0.0,0.0
Math Civics and Sciences CS,2018,134.98,970.08,1446.18,7525.67,149.79,115.03
Maureen M Welch El Sch,2018,0.0,16.84,2061.94,14410.85,113.93,0.56
Maxwell El Sch,2018,26.85,173.28,2471.5,10142.3,0.0,130.47
Mayfair Sch,2018,191.7,1182.27,1705.4,7204.96,90.83,373.78
Mazie Gable El Sch,2018,18.14,930.49,366.33,9176.46,0.0,0.0
McAdoo-Kelayres El/MS,2018,38.57,699.1,211.65,3141.98,269.37,4159.03
McAnnulty El Sch,2018,21.44,281.33,1595.02,8656.76,0.0,0.0
McCall Gen George A Sch,2018,199.3,1350.84,1756.37,8475.3,90.89,455.13
McCaskey Campus,2018,640.39,578.38,1665.23,5670.77,2112.58,7194.15
McClellan El Sch,2018,8.76,116.76,2085.75,5819.24,216.3,4527.54
McCloskey John F Sch,2018,201.31,1477.64,1841.72,10094.39,90.82,486.37
McClure Alexander K Sch,2018,406.59,1892.1,1761.27,6907.58,90.98,503.69
McConnellsburg El Sch,2018,0.0,0.0,1.46,8.39,2.24,12.89
McConnellsburg HS,2018,0.0,0.0,9.61,31.17,14.77,47.94
McConnellsburg MS,2018,0.0,0.0,3.27,11.94,5.02,18.36
McCormick El Sch,2018,33.23,197.0,1598.07,9475.42,478.1,2834.81
McCullough El Sch,2018,5.29,323.03,1021.33,5022.32,870.02,4278.28
McDaniel Delaplaine Sch,2018,228.86,3137.84,2042.09,10136.52,90.94,458.19
McDonald El Sch,2018,123.68,351.65,1168.93,11397.61,410.71,4004.57
McDowell HS,2018,83.15,296.52,1912.17,6255.2,452.06,4536.55
McGuffey HS,2018,84.86,188.2,1944.07,6781.78,2556.73,8919.02
McGuffey MS,2018,34.38,319.39,1467.42,5413.76,1929.86,7119.88
McIntyre El Sch,2018,0.0,243.06,1898.41,11501.9,0.0,0.0
McKean El Sch,2018,96.76,486.55,1822.21,12851.96,0.0,494.95
McKee El Sch,2018,32.44,177.93,1273.41,9334.91,1037.68,3716.89
McKeesport Area SHS,2018,113.93,1145.74,577.29,3441.3,1590.3,9480.03
McKinley El Sch,2018,168.72,1585.71,0.0,0.0,86.15,5390.94
McKinley Sch,2018,110.46,34.44,1819.42,14819.44,0.0,53.53
McKinley William Sch,2018,555.19,2161.28,1876.41,8836.75,97.86,258.87
McKnight El Sch,2018,99.55,95.05,1644.59,13847.59,1.66,240.23
McMichael Morton Sch,2018,247.01,2902.6,1850.45,10875.7,96.69,895.95
McMurray El Sch,2018,2.92,94.75,1262.14,9138.97,392.26,2840.28
McNichols Plaza,2018,24.14,766.09,750.86,4833.3,929.49,5983.12
McQuistion El Sch,2018,89.07,677.35,934.36,5689.83,864.37,5263.58
Meade Gen George C Sch,2018,240.21,2798.35,1979.71,9390.07,95.68,515.95
Meadville Area SHS,2018,323.21,102.57,2061.18,5275.1,2478.46,6157.98
Meadville MS,2018,336.82,140.95,1869.93,5444.86,2255.2,6356.15
Mechanicsburg Area SHS,2018,32.14,253.79,1791.64,11582.68,0.0,88.11
Mechanicsburg MS,2018,32.18,254.16,1645.46,11608.67,0.0,88.24
Media El Sch,2018,24.3,367.47,1569.01,12249.29,332.03,2592.14
Meehan Austin MS,2018,204.56,992.26,1695.7,9437.36,90.68,171.86
Mellon El Sch,2018,0.0,52.08,1655.14,9039.69,1095.36,5982.37
Mellon MS,2018,21.28,19.82,740.3,10857.93,201.36,2973.05
Melrose Sch,2018,117.52,1640.64,1163.54,3864.22,1606.79,5336.31
Memorial El Sch,2018,5.66,812.54,1280.37,4073.73,825.5,4073.73
Memphis Street Academy CS @ JP Jones,2018,0.86,2.14,5.28,13.17,0.04,0.1
Menallen Sch,2018,53.66,497.34,959.93,4646.77,1399.94,7264.67
Mendon El Sch,2018,81.56,873.32,972.09,4705.15,1245.77,6029.85
Mercer Area El Sch,2018,5.78,702.05,1372.02,4664.67,1610.6,5475.81
Mercer Area MS,2018,0.0,0.0,1441.89,5419.0,1692.62,6361.31
Mercer Area SHS,2018,0.0,0.0,1441.38,5417.08,1692.02,6359.06
Mercersburg El Sch,2018,43.4,5.9,1901.7,5034.7,1673.48,4430.48
Meredith William M Sch,2018,191.69,1022.81,1750.76,8457.88,90.85,284.69
Merion El Sch,2018,17.82,145.44,2098.68,17126.78,352.07,2873.16
Methacton HS,2018,7.43,240.48,3231.89,11790.98,882.02,3217.89
Metzgar El Sch,2018,86.13,360.84,1549.93,6493.55,1165.72,4883.86
Meyersdale Area El Sch,2018,263.93,620.54,439.63,2681.84,1828.04,11151.39
Meyersdale Area HS,2018,261.68,620.54,430.86,2087.99,1791.58,8682.1
Meyersdale Area MS,2018,261.68,620.54,430.86,2087.99,1791.58,8682.1
Mid Valley El Ctr,2018,100.68,569.43,1421.28,5760.36,654.95,2654.47
Mid Valley Secondary Center,2018,81.71,463.16,1496.48,8094.54,689.6,3730.1
Midd-West HS,2018,0.0,0.0,958.07,8264.88,0.25,1698.08
Midd-West MS,2018,0.0,0.0,878.09,6433.12,0.0,1875.12
Middle Paxton El Sch,2018,89.28,29.87,1734.48,9077.8,564.72,2955.57
Middle Smithfield El Sch,2018,161.08,1021.12,1998.06,10884.59,848.07,4619.92
Middle Years Alternative,2018,191.88,1351.54,1798.21,9418.49,90.68,171.86
Middleburg El Sch,2018,64.14,566.73,432.86,7166.02,0.0,1727.92
Middlesex El Sch,2018,6.51,574.13,2122.65,9621.62,347.52,3177.9
Middletown Area HS,2018,128.43,225.68,3503.96,14064.46,20.67,0.0
Middletown Area MS,2018,45.7,230.4,2445.96,11911.52,47.74,0.0
Midland El/MS,2018,751.27,975.0,9349.33,9411.07,6.61,275.87
Mifflin Co HS,2018,1.79,189.64,1216.78,4908.66,1498.65,6045.72
Mifflin Co JHS,2018,2.58,211.4,899.62,4368.12,1108.01,5379.98
Mifflin Co MS,2018,4.65,223.84,917.62,4288.86,1130.18,5282.35
Mifflin Park El Sch,2018,30.33,187.71,1428.13,8839.34,523.68,3241.29
Mifflin Thomas Sch,2018,222.73,1976.63,1972.43,10786.61,99.9,564.92
Mifflinburg Area Intrmd Sch,2018,11.0,1060.0,779.59,8263.03,0.0,0.0
Mifflinburg Area MS,2018,0.0,422.22,824.52,9553.38,0.0,0.0
Mifflinburg Area SHS,2018,0.0,241.21,691.56,8154.68,0.0,0.0
Mifflinburg El Sch,2018,79.87,1401.87,684.62,7495.74,0.0,761.22
Miles Township El Sch,2018,96.26,473.95,1358.14,5833.88,899.68,3864.54
Mill Creek El Sch,2018,21.26,31.61,1291.49,11033.76,342.72,2927.98
Mill Hall El Sch,2018,68.12,865.75,1093.05,4795.71,1213.21,6452.57
Mill Road El Sch,2018,57.81,282.47,1596.46,7799.63,717.98,3507.74
Mill Village El Sch,2018,67.66,1294.53,897.19,6998.29,679.87,6054.39
Miller El Sch,2018,604.38,56.08,2889.2,9450.44,926.94,3031.98
Miller Heights El Sch,2018,3.98,212.37,768.53,7861.13,479.47,4814.32
Miller MS,2018,0.0,0.0,1542.69,5741.85,1440.89,5362.93
Millersburg Area MS,2018,0.0,0.0,2211.09,12824.38,1.99,0.0
Millersburg Area SHS,2018,0.0,0.0,2246.2,13028.03,2.02,0.0
Millmont El Sch,2018,354.62,1750.43,296.77,1579.39,1261.36,7154.58
Millville Area El Sch,2018,142.35,689.61,3480.41,7395.88,3733.3,7933.26
Millville Area JSHS,2018,0.0,8.97,2560.56,5441.2,2939.6,6246.66
Milton Area MS,2018,107.37,766.0,1095.98,5881.87,1097.39,6251.33
Milton HS,2018,273.93,815.7,1270.39,6933.52,1276.14,7269.09
Minersville Area El Ctr,2018,0.0,484.62,408.15,8336.27,0.0,0.0
Minersville Area JSHS,2018,0.0,0.0,1068.82,9006.07,0.0,0.0
Mitchell El Sch,2018,304.43,2012.2,1724.12,10014.33,90.86,418.69
Moffet John Sch,2018,195.08,2260.19,1808.27,9737.07,91.01,486.43
Mohawk El Sch,2018,58.41,444.26,1422.5,829.97,522.59,9836.82
Mohawk JHS,2018,49.46,0.0,2073.61,970.47,1769.25,7435.79
Mohawk SHS,2018,51.64,0.0,2331.52,968.03,61.17,14331.55
Monessen El Ctr,2018,0.28,5.56,2.38,11.1,5.02,23.47
Monessen MS,2018,0.28,5.6,5.47,26.44,11.58,55.92
Monessen SHS,2018,0.23,4.64,4.54,21.92,9.59,46.35
Moniteau JSHS,2018,29.03,25.11,1665.75,4302.75,2681.2,8982.76
Monroe El Sch,2018,6.45,281.02,2044.75,7118.68,334.77,2351.21
Monroe Twp El Sch,2018,0.0,0.0,0.0,0.0,0.0,0.0
Montandon El Sch,2018,101.77,430.91,1064.8,5375.91,1066.09,5651.33
Montessori Regional CS,2018,202.41,362.68,1833.09,7786.72,21.16,89.89
Montgomery El Sch,2018,89.66,5.68,2060.1,5396.74,1812.86,4749.08
Montgomery JSHS,2018,0.0,0.0,1871.51,6393.68,2163.8,7392.23
Montour El Sch,2018,79.75,340.4,1430.05,11715.47,378.19,3098.26
Montour HS,2018,65.4,70.27,2399.83,14303.13,634.66,3782.59
Montoursville Area SHS,2018,0.9,29.6,2493.6,6653.18,1947.7,5196.65
Montrose Area JSHS,2018,0.0,23.59,1785.97,7976.02,2052.65,8934.37
Moon Area Lower MS,2018,4161.27,219.44,2001.48,10554.56,598.79,3157.66
Moon Area Upper MS,2018,41.57,219.24,1999.62,10544.75,598.23,3154.72
Moon SHS,2018,40.55,234.7,1950.19,11288.38,583.45,3377.19
Moore El Sch,2018,34.03,226.04,2238.13,15460.6,17.77,408.89
Moore J Hampton Sch,2018,261.36,1462.52,1848.74,7753.32,90.89,469.57
Moore Sch,2018,154.12,150.29,1274.06,7273.66,959.17,5475.96
Mooreland El Sch,2018,50.65,7.19,2892.31,5285.64,822.35,4995.58
Moraine El Sch,2018,0.0,546.05,2375.57,6827.44,0.0,0.0
Morris Robert Sch,2018,191.82,1887.92,1938.45,10667.46,90.68,350.5
Morrison Andrew J Sch,2018,252.74,1893.4,1736.28,8072.61,90.7,361.83
Morrisville HS,2018,84.95,683.92,760.74,6124.9,406.19,3270.32
Morrisville Intermediate Sch,2018,446.32,1620.5,3997.0,14512.4,2134.15,7748.72
Morrow El Sch,2018,21.01,937.09,1286.62,4970.44,1341.28,5181.6
Morton Thomas G Sch,2018,208.82,2330.34,1764.45,7603.63,90.31,550.36
Moscow El Sch,2018,32.55,1221.93,1847.81,7430.04,1033.2,4154.5
Moshannon Valley El Sch,2018,60.53,109.64,911.06,2709.56,2372.25,7055.23
Moshannon Valley JSHS,2018,14.97,503.44,971.88,3608.65,2530.6,9396.3
Moss Side MS,2018,73.49,350.49,2891.41,10209.32,1074.32,3793.31
Mosser El Sch,2018,128.99,963.75,590.82,4414.18,1065.94,7963.9
Motivation HS,2018,191.09,1203.39,1772.19,9520.93,90.43,171.4
Mount Carmel Area El Sch,2018,29.01,907.95,253.44,2472.45,615.5,6004.52
Mount Carmel Area HS,2018,0.0,0.0,370.14,3496.03,863.57,8157.41
Mount Carmel Area JH,2018,0.0,0.0,317.21,2996.14,740.16,6991.0
Mount Nittany El Sch,2018,29.73,695.41,2096.24,13242.01,266.55,4175.05
Mount Nittany MS,2018,3.92,4.78,2609.26,12277.25,331.78,3870.87
Mount Pleasant Area HS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Mount Pleasant Area JHS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Mount Rock Elem Sch,2018,54.52,444.19,1663.7,4715.46,1095.09,5222.5
Mount Union Area JHS,2018,192.2,758.65,864.89,3413.94,2146.22,8471.63
Mount Union Area SHS,2018,253.76,1001.64,1141.9,4507.36,2833.61,11184.92
Mount Union-Kistler El Sch,2018,193.65,764.37,871.41,3439.65,2162.38,8535.42
Mountain View El Sch,2018,97.04,441.77,1763.5,8874.13,5.71,0.0
Mountain View JSHS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Mountaintop Area El Sch,2018,45.05,0.0,1882.12,6983.32,1978.64,7341.44
Mountville El Sch,2018,4.7,673.74,1350.71,8734.14,501.44,3242.48
Mowrey El Sch,2018,0.0,279.55,901.46,6150.38,744.98,5082.78
Mowrie A Ebner El Sch,2018,292.03,1524.27,479.46,2445.5,1210.31,5987.96
Mt Holly Springs El Sch,2018,15.44,907.42,2461.86,6170.44,700.08,5672.7
Mt Lebanon SHS,2018,21.92,367.92,1322.37,11776.42,361.17,3212.57
Mt Penn El Sch,2018,31.22,784.07,872.12,6889.99,575.0,4382.9
Mt Penn Primary Ctr,2018,9.13,1158.19,1030.13,4206.8,675.48,3667.11
Mt Vernon El Sch,2018,0.0,0.0,627.71,8981.1,476.89,6823.19
Mt Wolf El Sch,2018,79.7,53.43,3157.02,11974.32,1670.23,6335.03
Muhlenberg El Ctr,2018,89.72,311.58,1468.5,6252.83,549.68,3961.43
Muhlenberg El Sch,2018,128.03,776.17,586.39,3555.01,1057.95,6413.82
Muhlenberg HS,2018,42.3,42.94,1919.5,11387.63,490.91,3604.21
Muhlenberg MS,2018,17.24,42.86,1546.54,7927.7,518.6,3569.25
Multicultural Academy CS,2018,0.0,955.52,4295.37,7913.27,17.42,76.32
Muncy JSHS,2018,83.12,156.41,1339.27,7047.35,1219.47,7034.73
Munoz-Marin Luis,2018,230.58,1938.69,2100.51,9209.18,95.23,486.59
Murray Avenue Sch,2018,39.56,131.63,3164.84,10530.08,751.65,2500.89
Muse El Sch,2018,13.69,208.54,1472.76,7204.6,603.89,2954.17
Myers El Sch,2018,6.0,183.02,5675.91,39927.97,2.4,4.23
Myrtle Ave Sch,2018,14.29,1413.09,1904.12,8996.15,591.78,2795.89
N Hopewell-Winterstown El Sch,2018,32.19,394.37,453.22,10742.2,0.0,0.0
Nancy Grayson El Sch,2018,0.13,1.12,3.82,12.36,1.39,9.7
Nazareth Area HS,2018,8.62,119.13,2011.69,13399.21,99.91,65.06
Nazareth Area Intermediate Sch,2018,9.12,236.54,1762.13,10820.82,16.74,81.26
Nazareth Area MS,2018,10.29,103.8,2047.1,13582.16,16.73,111.63
Neason Hill El Sch,2018,327.12,618.13,421.86,4705.48,584.62,5493.03
Nebinger George W Sch,2018,220.81,1252.41,1814.58,8253.26,90.99,531.2
Neff Sch,2018,43.66,5.97,1770.75,8539.1,468.68,2260.13
Neidig El Sch,2018,62.32,428.21,1599.16,10053.36,503.26,3615.13
Neil A Armstrong MS,2018,49.07,39.71,1581.65,8749.87,836.84,4629.14
Neil Armstrong #40,2018,127.89,842.14,684.38,4373.93,847.2,5414.48
Neil Armstrong 5-6 MS,2018,0.0,0.0,0.77,20.8,0.01,3.75
Nescopeck El Sch,2018,613.7,617.58,1688.62,14546.45,0.47,0.0
Neshaminy HS,2018,398.61,38.95,3083.83,11338.67,989.38,3637.78
Neshannock JSHS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Neshannock Memorial El Sch,2018,0.0,0.0,0.0,0.0,0.0,0.0
Nether Providence El Sch,2018,23.83,515.28,2145.94,11353.73,542.55,2870.53
